Estado de la empresa,RUT,Código CIIU principal,Descripción Código CIIU principal,Denominación Social,Nombre comercial,Dirección Estab. Principal ,Departamento Estab. Principal,Número de teléfono,Email público,Sitio web,Fec. Registro
Vencido,214276600013,47611,Comercio al por menor de libros,PENGUIN RANDOM HOUSE GRUPO EDITORIAL S A,PENGUIN RANDOM HOUSE,S/D,S/D,S/D,mauricio.robaina@penguinrandomhouse.com,S/D,2020-05-27
Vencido,214680300018,23950,"Fabricación de artículos de hormigón, de cemento y de yeso",HORMIGONERA DEL SUR S R L,HORMIGONERA DEL SUR SRL,"ARTIGAS, GENERAL 0",MONTEVIDEO,22003867,hormisur@adient.com.uy,S/D,2020-05-27
Vencido,211518510016,46411,Comercio al por mayor de textiles,CINTAS LTDA.,S/D,PORONGOS 2930,MONTEVIDEO,22042415,estudiobieber@adinet.com.uy,S/D,2020-05-27
Vencido,215944670017,15120,"Fabricación de maletas, bolsos de mano, y artículos de talabaartería y guarnicionería",INCOPLAST EMBALAJES S.A.,INCOPLAST EMBALAJES SA,NÃµ 150 0,SAN JOSÉ,29012016,sin@datos.nop,S/D,2020-05-27
Vencido,217698440010,62010,Actividades de programación informática,INZAURRALDE S.R.L.,INZAURRALDE S.R.L.,C S/N,CANELONES,094972692,n.inzaurralde@gmail.com,S/D,2022-10-27
Vencido,211091530014,13990,Fabricación de otros productos textiles n.c.p.,BANDALUX URUGUAY SOCIEDAD ANONIMA,verosol-bandalux,S/D,S/D,S/D,administracion@verosol-bandalux.com,www.verosol-bandalux.com,2020-05-27
Vencido,218432920019,62010,Actividades de programación informática,NUÑEZ GONZALEZ ILIANA,S/D,18 DE JULIO 878,MONTEVIDEO,092946170,ops@akipotel.com,S/D,2020-05-27
Vencido,219187220011,62010,Actividades de programación informática,LUCIA CAMILLONI SAS,LUCIA CAMILLONI SAS,SALDUN DE RODRIGUEZ 2466,MONTEVIDEO,099794789,lucamilloni@gmail.com,S/D,2022-09-21
Vencido,218103120012,62010,Actividades de programación informática,REBELLA CAPORALE SANTIAGO,S/D,YAGUARON 1407,MONTEVIDEO,094554037,gerente@akipotel.com,S/D,2020-05-27
Vencido,218949810016,62010,Actividades de programación informática,WTM URUGUAY INTERNATIONAL PAYMENT S.A.S,S/D,Lavalleja 1,MONTEVIDEO,27110940,info@csconsultores.com.uy,S/D,2023-02-07
Vencido,218809090010,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,JEXTEX SAS,S/D,18 de julio 1296,MONTEVIDEO,29030797,fpaez@mitraconsultores.uy,S/D,2023-01-05
Vencido,211735640015,10110,Matanza de ganado y otros animales (excepto aves) conservación y preparación de sus carnes,COPAYAN S.A.,COPAYAN S.A.,"OLIVERA, CNEL. LEONARDO 0",ROCHA,44728803,copayansa@hotmail.com,www.copayan.com.uy,2020-05-27
Vencido,210256990018,10710,Elaboración de productos de panadería,PANADERIA LIROPEYA S R L,PANADERIA LIROPEYA,FRANCISCO SIMON 2184,MONTEVIDEO,24812351,estudiotrincabelli@yahoo.com,S/D,2020-05-27
Vencido,212694710012,18120,Servicios relacionados con la impresión,ARTES GRAFICAS S A,ARTES GRAFICAS SA,PORONGOS 3035,MONTEVIDEO,22084888,tceconsultoria@adinet.com.uy,S/D,2020-05-27
Vencido,130075570015,10711,"Elaboración de pan, productos panificados en forma tradicional",BROCHINI CARRASQUERA BOSCO RENAN,LA NUEVA ESPIGA,18 DE JULIO 1524,RÍO NEGRO,45621524,estudiohds@hotmail.com,S/D,2024-06-21
Vencido,020609380014,62010,Actividades de programación informática,AVIATO SAS,AVIATO SAS,JUAN ROCA 1,CANELONES,29007334,cralaurarodriguezf@gmail.com,S/D,2022-12-14
Vencido,120309230013,25991,Fabricación de productos de alambre y otros artículos para la construcción,TECHERA GOMEZ CARLOS EDUARDO,S/D,SOLANO GARCIA 839,PAYSANDÚ,099375713,celhordoy@manzor.com,S/D,2020-05-27
Vencido,215148820019,22200,Fabricación de productos de plástico,FIDATEC SOCIEDAD ANONIMA,FIDATEC SA,"BATLLE BERRES, LUIS 1778",PAYSANDÚ,47222713,osiris@toldart.com.uy,S/D,2020-05-27
Vencido,211309270012,14101,"Fabricación de prendas de vestir exteriores, excepto prendas de piel",GREAL S A,lobster,COLON 1426,MONTEVIDEO,29157128,lobsteruy@yahoo.com,www.lobster.com.uy,2022-11-18
Vencido,218850860011,62010,Actividades de programación informática,CAMILO CERCHIARI S.A.S.,S/D,Blas Basualdo 3566,MONTEVIDEO,23580106,camilo.cerchiari@gmail.com,S/D,2023-01-18
Vencido,216596600010,62010,Actividades de programación informática,VAIRIX S.R.L,VAIRIX SRL,Av 18 de julio 1825,MONTEVIDEO,24088814,info@vairix.com,https://www.vairix.com/,2022-12-14
Vencido,100708680018,56210,Abastecimiento de eventos,OLIVERA COUTO MARIA AGUSTINA,LEVTEC,27 14,MALDONADO,099920391,aolivera@levtec.com.uy,levtec.com.uy,2021-09-27
Vencido,216193940018,62010,Actividades de programación informática,QUANTICO SRL,QUANTICO CONSULTORES,CONSTITUYENTE 1517,MONTEVIDEO,24083812,info@quantico.com.uy,S/D,2022-12-08
Vencido,217856560011,62010,Actividades de programación informática,MONTES DE OCA RODRIGUEZ OSMANY,S/D,CANELONES 886,MONTEVIDEO,095266390,ops@akipotel.com,S/D,2020-05-27
Vencido,216744180014,62010,Actividades de programación informática,ENDAVA URUGUAY S.R.L.,ENDAVA URUGUAY,Victor Soliño 349,MONTEVIDEO,29159979,finance.endava@rb.uy,S/D,2023-06-30
Vencido,214237760013,62010,Actividades de programación informática,SIMONE COUTO GASTON MAURICIO,S/D,ARROYO GRANDE 2785,MONTEVIDEO,099575081,gaston.simone@gmail.com,S/D,2022-09-20
Vencido,215264920016,63110,"Procesamiento de datos, hospedaje y actividades conexas",NELSARY S A,S/D,DOMINGO PETRARCA 920,MONTEVIDEO,099667782,nelsarysa@gmail.com,S/D,2022-12-07
Vencido,210791380017,10710,Elaboración de productos de panadería,BARQUILANDIA LIMITADA,BARQUILANDIA LTDA,HOCQUARD 2011,MONTEVIDEO,24015820,barquilandia@gmail.com,www.barquilandia.com,2020-05-27
Vencido,216283100019,62010,Actividades de programación informática,AZZATO ZABOROFF FEDERICO,S/D,JOS PEDRO VARELA 49,CANELONES,26819548,fedeazzato@gmail.com,S/D,2022-09-21
Vencido,214885100010,27320,Fabricación de otros cables eléctricos y electrónicos,DERONIR SOCIEDAD ANONIMA,ALAMTEC,CNO EDISON 4206,MONTEVIDEO,23590129,ventas@alamtec.com.uy,www.alamtec.com.uy,2020-05-27
Vencido,215022180010,10710,Elaboración de productos de panadería,LEIVAS MORALES JULIO CESAR Y BICHINGUE NUÑEZ MIRIAN HAYDEE,PANADERIA JUSTICIA,JUSTICIA 2113,MONTEVIDEO,22092733,sueldos@cipu.org,S/D,2020-05-27
Vencido,060033900012,29200,Fabricación de carrocerías para vehículos automotores,CLAVERO CABRERA JOSE ALBERTO,Jose Alberto Clavero Cabrera,GENERAL ARTIGAS 1420,FLORES,43644752,metalurgicaclavero@gmail.com,S/D,2020-05-27
Vencido,212728800019,14100,"Fabricación de prendas de vestir, excepto prendas de piel",NARIO S R L,NARIO SRL,ITALIA 6144,MONTEVIDEO,27077904,sin@datos.nop,S/D,2020-05-27
Vencido,213850130012,46412,Comercio al por mayor de prendas de vestir,MATTOS MIGUEL ANGEL,Mattos Multi Empresa,Julio Herrea y Obes 1105,MONTEVIDEO,29016176,tecmontevideo@gmail.com,S/D,1900-01-01
Vencido,217988210018,62010,Actividades de programación informática,MARAN EVANS NICOLAS,S/D,ARENAL GRANDE 1435,MONTEVIDEO,24093906,secretaria@zorkraut.com,S/D,2020-05-27
Vencido,213770800011,63110,"Procesamiento de datos, hospedaje y actividades conexas",TENILOR SA,CNS,MALDONADO 1035,MONTEVIDEO,29030166,cns@cns.com.uy,S/D,2022-12-08
Vencido,040378650016,16220,Fabricación de partes y piezas de carpintería para edificios y construcciones,MEZZACAPPA Y ROMERO S.R.L.,Carpinteria Riachuelo,S/D,COLONIA,099520042,carpinteriariachuelo@vera.com.uy,S/D,2022-07-25
Vencido,214133150014,20290,Fabricación de otros productos químicos n.c.p.,SIS GRAF LTDA.,SISGRAF LTDA,BATOVI 7851,CANELONES,26016755,sisgraf@internet.com.uy,www.sisgraf.com.uy,2022-11-17
Vencido,213018940018,62010,Actividades de programación informática,RUZO LACUESTA DANIEL,S/D,HUNGRA 3618,MONTEVIDEO,099412079,danielruzo@netgate.com.uy,S/D,2020-05-27
Vencido,212209460012,47510,Comercio al por menor de textiles en almacenes especializados.,RODRIGUEZ MAESTRO DIEGO OLGUIZ,RODRIGUEZ MAESTRO DIEGO,S/D,S/D,S/D,rodchia@montevideo.com.uy,S/D,2020-05-27
Vencido,215506780016,10710,Elaboración de productos de panadería,GRANJA ENCANTADA S.R.L,GRANJA ENCANTADA SRL,"LAVALLEJA, BRIG. GRAL. JUAN ANTONIO 0",CANELONES,43702042,clientes@granjaencantada.com,www.granjaencantada.com,2020-05-27
Vencido,040553770011,62010,Actividades de programación informática,OVER SCOPE SAS,Over Scope SAS,Jose Pedro Varela 532,COLONIA,45220505,lucas.csulak@gmail.com,S/D,2022-12-12
Vencido,217565650014,43304,Instalación de objetos de carpintería de obra,RAZQUIN FERREIRA MARIO JESUS,Razquin Ferreira Mario Jesus,DUPARD 3683,MONTEVIDEO,22113542,administracion@perfilesdelsur.com.uy,www.perfilesdelsur.com.uy,2020-05-27
Vencido,210254800017,21000,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y de productos botánicos.",TEVA URUGUAY SA,TEVA URUGUAY SA,URUGUAY 1227,MONTEVIDEO,29022668,sin@datos.nop,www.teva.com.uy/,2020-05-27
Vencido,110306370011,10712,Elaboración de productos de confitería,MARTINEZ LOPEZ JESUS MARCELO,Los Tilitos,"MURILLO, FRANCISCO 32",CANELONES,26983177,crmigues@smestudiocontable.com,S/D,2022-09-28
Vencido,216765840013,62010,Actividades de programación informática,DENIS PIANZZOLA ANDRES,S/D,APARICIO SARAVIA 869,CANELONES,096646634,ops@akipotel.com,S/D,2020-05-27
Vencido,218306340017,62010,Actividades de programación informática,SUITEDB SRL,SUITEDB,LUIS A DE HERRERA 1248,MONTEVIDEO,27099319,18DEJULIO1333@GMAIL.COM,S/D,2022-12-09
Vencido,218460620016,62010,Actividades de programación informática,POWERCOLL S.R.L.,POWERCOLL,RAMBLA RPCA DE CHILE 4511,MONTEVIDEO,097579387,administracion@arkanosoft.com,arkanosoft.com,2023-03-14
Vencido,210426210018,10790,Elaboración de otros productos alimenticios,EL PALACIO DEL CAFE S A,PALACIO DEL CAFE,URUGUAY 1188,MONTEVIDEO,29007511,vciocafe@adinet.com.uy,S/D,2020-05-27
Vencido,215525650017,63110,"Procesamiento de datos, hospedaje y actividades conexas",PORTAL DEL BOSQUE S A,S/D,GORLERO 811,MALDONADO,42221378,analaura@estudiocontable.com.uy,S/D,2020-05-27
Vencido,216924530013,62010,Actividades de programación informática,TUNA SOFTWARE S.R.L.,S/D,ESPAñA BLVR 2253,MONTEVIDEO,24025064,ariel.zilli@gmail.com,S/D,2022-10-19
Vencido,216825890011,31001,Fabricación de muebles de madera,SARANTUR SOCIEDAD ANONIMA,SARANTUR S.A.,A LA LAGUNA DEL DIARIO 0,MALDONADO,099523717,estudio@echevarriayasoc.com.uy,S/D,2020-05-27
Vencido,217159920016,18119,"Otras actividades de impresión, grabación y reproducción, excepto serigrafía sobre textiles",BOGA MEDINA FEDERICO ANDRES Y TURK DOSSETTI ANA GABRIELA,CAPUT,Pedro Primero 747,MONTEVIDEO,094276178,hola@caput.com.uy,www.caput.com.uy,2021-03-04
Vencido,214120600016,10711,"Elaboración de pan, productos panificados en forma tradicional",BERBYS S A,S/D,GRAL. APARICIO SARAVIA 548,ARTIGAS,47728070,grabarronuno@gmail.com,S/D,2020-05-27
Vencido,210612710017,47214,Comercio al por menor de productos de panadería y confitería,PANADERIA LA PALOMA S R L,PANADERIA LA PALOMA,DEL NAVIO 288,ROCHA,44722125,rossana@estudiolasa.com.uy,S/D,2020-05-27
Vencido,040460280014,25110,Fabricación de productos metálicos para uso estructural,AGUILERA VIDAL ALEXIS ALFREDO,Trymet,José Salvo 99,COLONIA,45864534,admn.trymet@gmail.com,S/D,2022-06-29
Vencido,211213580010,22200,Fabricación de productos de plástico,CRISTALPLAST S A,CRISTALPLAST S.A.,"SAN MARTIN, GRAL. 4049",MONTEVIDEO,22155544,dbrea@cristalplast.com.uy,S/D,2020-05-27
Vencido,210000530018,17020,Fabricación del papel y cartón ondulado y de envases de papel y cartón,PAMER S A,PAMER S.A.,S/D,S/D,S/D,info@pamer.com.uy,www.pamer.com.uy,2023-06-05
Vencido,214827900018,47111,Comercio al por menor en hipermercados,MICHOU HORNOS ALBERTO DENIS,S/D,DEL FUERTE 5305,MONTEVIDEO,095235309,agonzalez@cambadu.com.uy,S/D,2020-05-27
Vencido,213776560012,10711,"Elaboración de pan, productos panificados en forma tradicional",ALVAREZ ALVAREZ ANDREA ESTELA,S/D,GRITO DE ASENCIO 1171,MONTEVIDEO,22006882,riseasociados@gmail.com,S/D,2020-05-27
Vencido,212369090019,31001,Fabricación de muebles de madera,IBARRA VETA ROBERTO,S/D,BULEVAR GRAL. ARTIGAS 4549,MONTEVIDEO,22027288,ibarra@muebles.uy,S/D,2020-05-27
Vencido,216224460012,62010,Actividades de programación informática,MENDIOROZ Y POSADA SRL,ProInfo,José E. Rodó 1955,MONTEVIDEO,24020673,info@proinfo.com.uy,www.proinfo.uy,2022-12-07
Vencido,100098010014,16210,"Fabricación de hojas de madera para enchapado y paneles a base de madera, etc.",TALIS S.A.,TALIS S A,MALDONADO 9045,MONTEVIDEO,22221083,gladysdelgado@adinet.com.uy,S/D,2022-09-27
Vencido,100493760012,10711,"Elaboración de pan, productos panificados en forma tradicional",ROCHA MARTINEZ PAOLA LETICIA,PANADERIA MI SOL,S/D,S/D,S/D,cr.benenati@vera.com.uy,S/D,2020-05-27
Vencido,214844940014,74101,Servicios de diseño gráfico,HM CREATIVOS SRL,hM Creativos,Sin Dato 112,CANELONES,26840517,hugo@hmcreativos.com,S/D,2020-05-27
Vencido,218922940016,62010,Actividades de programación informática,SOLUCIONES INFORMÁTICAS GLOBALES S.A.S.,SOLUCIONES INFORMATICAS GLOBALES S.A.S,Luis Alberto Herrera 1248,MONTEVIDEO,26059738,info@sig2k.com,www.sig2k.com/,2022-12-09
Vigente,218017360019,25910,"Forja, prensado, estampado y laminado de metales",ACO INOXIDABLE SRL,Aco Inoxidable Srl,Camino al Paso del Andaluz 4223,S/D,2220 0626,ventas@acoinoxidable.com.uy,www.acoinoxidable.com.uy,2025-12-16
Vencido,216312850017,62010,Actividades de programación informática,GUGLIELMONE CHAIBUN NICOLAS,GUGLIELMONE CHAIBUN NICOLAS,PALMAR 2362,MONTEVIDEO,099069854,ops@akipotel.com,S/D,2020-05-27
Vencido,216255210018,15200,Fabricación de calzado,NEWLAND SHOES S.R.L.,NEWLAND SHOES SRL,MALDONADO 5045,MONTEVIDEO,25121932,newland1@adinet.com.uy,www.newlandshoes.com/,2020-05-27
Vencido,217295760017,25110,Fabricación de productos metálicos para uso estructural,RODRIGUEZ ALBANO SUSANA,RODRIGUEZ ALBANO SUSANA,Callao 3379,MONTEVIDEO,098141737,aberturaswaluminio@gmail.com,S/D,2021-04-20
Vencido,211889600013,10710,Elaboración de productos de panadería,CAMOR LTDA,saratoga,MANUEL PAGOLA 3291,MONTEVIDEO,27094692,blaens@cipu.org,S/D,2020-05-27
Vencido,215529700019,14101,"Fabricación de prendas de vestir exteriores, excepto prendas de piel",ALPUY GONZALEZ ADRIANA RAQUEL,IMAGEN UNIFORMES EMPRESARIALES,COLÓN 1461/65,MONTEVIDEO,29164131,info@imagenuniformes.com.uy,www.imagenuniformes.com.uy,2021-01-21
Vencido,215416090010,24100,Industrias básicas de hierro y acero,ACOSTA MAROTTA SERGIO DANIEL,Acelur,montalvo 6314,MONTEVIDEO,094670757,metalurgicaacelur@gmail.com,S/D,2021-02-24
Vencido,216254850013,43210,Instalación eléctrica y de comunicaciones,CIELO NATURAL SOCIEDAD ANONIMA,Bodega Artesana,S/D,CANELONES,094387076,ventas@artesanawinery.com,www.artesanawinery.com,2021-03-09
Vencido,213518030010,86000,Actividades relacionadas con la salud humana,AUDICAL S.R.L.,Audical,S/D,S/D,S/D,secretaria@audical.com.uy,S/D,2020-05-27
Vencido,214605940013,11020,Elaboración de vinos,CHACRAS DEL SUR S A,BODEGA BOUZA,S/D,S/D,S/D,visitas@bodegabouza.com,www.bodegabouza.com/,2022-10-13
Vencido,215438180012,10300,Procesamiento y conservación de frutas y vegetales,LIFIBEL SOCIEDAD ANONIMA,S/D,GRAL.ARTIGAS 6050,MONTEVIDEO,22223037,try@netgate.com.uy,S/D,2020-05-27
Vencido,213821960010,11040,Elaboración de bebidas no alcohólicas,NUKIL S.A.,Esencial ---- Blume,S/D,S/D,S/D,contacto@aguaesencial.com,www.aguaesencial.com,2020-05-27
Vencido,215424150019,16220,Fabricación de partes y piezas de carpintería para edificios y construcciones,EINBAUEN LTDA,EINBAUEN LTDA,ZAPICAN 3866,MONTEVIDEO,22011396,einbauen@einbauen.com.uy,S/D,2020-05-27
Vencido,215771230010,71103,Servicios de ingeniería,C Y D LTDA,CYD Ingenieros,Caramurú 5968,MONTEVIDEO,26003614,cyd@cyd.uy,www.cyd.uy,2022-10-20
Vencido,212042420012,28230,Fabricación de maquinaria para la industria metalúrgica,MAYN S A,IMPER,CNO. MANUEL FORTET 2220,MONTEVIDEO,099902711,maynsa@adinet.com.uy,S/D,2021-05-31
Vencido,214743780011,17010,"Fabricación de pasta de celulosa, papel y cartón",UPM S.A.,UPM SA,S/D,S/D,S/D,bruno.vuan@upm.com,www.upm.com/uy,2020-05-27
Vencido,217045640014,28250,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",MAQUINAS & PROYECTOS SRL,S/D,TABOBA 3998,MONTEVIDEO,094206171,dbellesi@montevideo.com.uy,S/D,2020-05-27
Vencido,020611430015,62010,Actividades de programación informática,NG SOFTWARE SERVICES SAS,S/D,JOSE BATLLE Y ORDOÑEZ 1359,CANELONES,099302210,escritorio@barindelli.com.uy,S/D,2024-06-12
Vencido,170155690016,96090,Otras actividades de servicios,NOYA HERNANDEZ MARIA ADRIANA NF,S/D,Sin Dato 0,MONTEVIDEO,S/D,bosquenatural.luis@gmail.com,S/D,2020-05-27
Vencido,217612550017,13130,Acabado de productos textiles,MUNDO KIT SRL,Mkgroup,Sitio Grande  1327,MONTEVIDEO,22003260,mkgraf@mkgraf.com.uy,S/D,2021-02-17
Vencido,214220540015,11040,Elaboración de bebidas no alcohólicas,VENYLUR S A,venylur,CALLE 5 5111,CANELONES,26839660,venylur@gmail.com,S/D,2020-05-27
Vencido,216253640015,15120,"Fabricación de maletas, bolsos de mano, y artículos de talabaartería y guarnicionería",HEMISTERN SOCIEDAD ANONIMA,GIAFATTO,SANTA LUCIA 4024,MONTEVIDEO,23048906,servio76.ss@gmail.com,www.giafatto.com.uy,2020-05-27
Vencido,217584420010,47212,Comercio al por menor de carne y menudencias,SELIDAR SOCIEDAD ANONIMA,S/D,COSTANERA 0,CANELONES,26813030,egozcue@adinet.com.uy,S/D,2020-05-27
Vencido,212146620018,25910,"Forja, prensado, estampado y laminado de metales",TORNERIA EL SOL S R L,S/D,CARLOS M. RAMIREZ 94,MONTEVIDEO,23086619,estudio.calc@adinet.com.uy,S/D,2020-05-27
Vencido,213163440012,10500,Elaboración de productos lácteos,FARMING S R L,FARMING SRL,"LAZAGUE, ESTEBAN 963",COLONIA,29290484,ventas@farming.com.uy,www.farming.com.uy,2020-05-27
Vencido,218220600010,62010,Actividades de programación informática,RODRIGUEZ RINALDI ANA INES,S/D,ANDES 1412,MONTEVIDEO,099878713,ops@akipotel.com,S/D,2020-05-27
Vencido,210309870011,17090,Fabricación de otros artículos del papel y cartón n.c.p.,IMPRESORA DE CINTAS SOCIEDAD ANONIMA,IMPRESORA DE CINTAS S A,"FLORES, GRAL. 3422",MONTEVIDEO,22087459,comercial@impresoradecintas.com.uy,www.impresoradecintas.com.uy,2021-07-27
Vencido,210150190018,31001,Fabricación de muebles de madera,PORTO RAMOS JUAN,Porto y Cia.,S/D,S/D,S/D,montevideo@porto.com.uy,www.porto.com.uy,2020-05-27
Vencido,210297670018,10611,Elaboración de productos de molinería de arroz y elaboración de aceite de arroz,COOPAR S.A.,COOPAR SA,S/D,S/D,S/D,clopez@coopar.com.uy,S/D,2023-08-03
Vencido,216155590013,62010,Actividades de programación informática,ECOVIT S A,Ingenious Softworks,Plaza Cagancha 1335,MONTEVIDEO,094100332,info@ingsw.com,www.ingsw.com,2022-12-06
Vencido,210218980019,10710,Elaboración de productos de panadería,LOPEZ Y PARDIÑAS LTDA,LOPEZ Y PARDIÑAS LTDA,CANELONES 1949,MONTEVIDEO,24801718,maria@bachini.com.uy,S/D,2020-05-27
Vencido,214234140014,10711,"Elaboración de pan, productos panificados en forma tradicional",CASTRO Y QUINTELA S R L,La Miel de la vida,SORIANO 1127,MONTEVIDEO,29018547,nancygbc@adinet.com.uy,S/D,2020-05-27
Vencido,211168880014,10710,Elaboración de productos de panadería,LA MACARENA LTDA,CONFITERÍA MACARENA,"RAMIREZ, DR. CARLOS MARIA 34",MONTEVIDEO,23094007,sin@datos.nop,S/D,2020-05-27
Vencido,180220420011,33000,Reparación e instalación de la maquinaria y equipo,SAPOSCO S.R.L.,SAPOSCO,COLON 945,SORIANO,098979783,martinhd9@hotmail.com,S/D,2020-05-27
Vencido,214216840018,16102,"Aserrado, cepillado y trabajo a máquina de la madera.",VERYSUD S A,VERYSUD SA,AV.GRAL SARAVIA 4710,MALDONADO,42222398,roverano@roverano.com.uy,S/D,2020-05-27
Vencido,215184820015,33000,Reparación e instalación de la maquinaria y equipo,BINFOX S A,IT GROUP,MARCELINO SOSA 2080,MONTEVIDEO,29240955,sfernandez@itgroup.com.uy,S/D,2020-05-27
Vencido,216437750018,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,SISTEMAS GLOBALES URUGUAY SA,S/D,Paraguay 2141,MONTEVIDEO,29272270,sol.berenguer@globant.com,S/D,2022-10-21
Vencido,211210000013,20220,"Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas",CATER S A,ACRIMAX PINTURAS,EDUARDO PONDAL 1068,MONTEVIDEO,23597575,acastro@acrimaxpinturas.com.uy,www.acrimaxpinturas.com.uy,2020-05-27
Vencido,218179720010,14109,Fabricación de otras prendas de vestir n.c.p. y accesorios,LOPEZ FORRISI SILVIA ESTELA Y LOPEZ FORRISSI FLAVIA BEATRIZ,S/D,MILLAN 2601,MONTEVIDEO,092938585,brunofalero@gmail.com,S/D,2021-03-10
Vencido,214919390016,62010,Actividades de programación informática,SINAPSIS SRL,S/D,BUENOS AIRES 484,MONTEVIDEO,29150597,contacto@sinapsis.com.uy,www.sinapsis.com.uy,2022-10-06
Vencido,214594040011,10790,Elaboración de otros productos alimenticios,SWETY S A,NIKITOS,"MURGIONDO, PRUDENCIO 5640",MONTEVIDEO,25220123,sin@datos.nop,S/D,2020-05-27
Vencido,216475130013,10800,Elaboración de alimentos preparados para animales,RIELOMAR SOCIEDAD ANONIMA,S/D,S/D,SAN JOSÉ,43405042,agropecuarias@laspiedrascarnes.com.uy,S/D,2022-11-01
Vencido,211355400012,10711,"Elaboración de pan, productos panificados en forma tradicional",ALMAR LTDA,Almar,PEREZ CASTELLANO 1522,MONTEVIDEO,29156357,sueldos@cipu.org,S/D,2020-05-27
Vencido,212364880011,24100,Industrias básicas de hierro y acero,TUBACERO S A,TUBACERO SA,"RAIZ, CORONEL 949",MONTEVIDEO,23543300,info@tubacero.com.uy,www.tubacero.com.uy,2022-12-02
Vencido,217751720019,62010,Actividades de programación informática,GONZALEZ MARTINEZ ALVARO,S/D,COLONIA 1569,MONTEVIDEO,099573333,alvarogonzalez.mail@gmail.com,S/D,2020-05-27
Vencido,210421230010,25990,Fabricación de otros productos elaborados de metal n.c.p.,IFME S A,IFME S A,MAIPU 1768,MONTEVIDEO,24813761,ifme@adinet.com.uy,S/D,2020-05-27
Vencido,190322690015,62010,Actividades de programación informática,EL FOQUE SAS,S/D,El Trinquete S/N,MALDONADO,092787805,el.foque.sas@gmail.com,S/D,2022-11-09
Vencido,020366340012,63110,"Procesamiento de datos, hospedaje y actividades conexas",ZINFRA LTDA.,Zinfra Ltda.,Maracaná 1106,CANELONES,099640046,zinfra@gmail.com,S/D,2022-05-17
Vencido,210150270011,10730,"Elaboración de cacao, chocolate y confites",MU MU S A,MU MU SA,"LABANDEIRA, DR. FCO. 3429",MONTEVIDEO,22033190,mumusa@adinet.com.uy,S/D,2020-05-27
Vencido,217163520019,1907,Actividades no bien especificadas,QUADRELLI SANCHEZ ROBERTO Y SANCHEZ SORDELLI MARIA ISABEL,Instituto de Genética Médica,Bv. Artigas 1632,MONTEVIDEO,24875050,info@geneticamedica.com.uy,www.geneticamedica.com.uy,1900-01-01
Vencido,211455060019,25910,"Forja, prensado, estampado y laminado de metales",ENTILAN SOCIEDAD ANONIMA,ENTILAN SA,VENTE DE FEBRERO 2212,MONTEVIDEO,25067353,entilansa2010@hotmail.com,WWW.ENTILAN.COM,2022-11-14
Vencido,218735210018,71103,Servicios de ingeniería,ZENI BELLA JUAN ANDRES,S/D,Avda Sarmiento 2414,MONTEVIDEO,099041285,mn.burghi@moove-it.com,S/D,2022-06-14
Vencido,210767220013,23990,Fabricación de otros productos minerales no metálicos n.c.p.,ASFALKOTE PENNSYLVANIA SOCIEDAD ANONIMA,ASFALKOTE PENNSYLVANIA SA,S/D,S/D,S/D,info@asfalkote.com,www.asfalkote.com,2020-09-10
Vencido,080142510015,10711,"Elaboración de pan, productos panificados en forma tradicional",DA SILVA MARTINEZ ANIBAL RUBEN,San Isidro,SAN ISIDRO 0,CANELONES,23649665,sueldos@cipu.org,S/D,2020-05-27
Vencido,070234670011,10711,"Elaboración de pan, productos panificados en forma tradicional",DE LOS SANTOS GONZALEZ ALVARO MARTIN,ALVARO DE LOS SANTOS,Dionisio Díaz 1566,FLORIDA,098075783,alvarodelossantos750@gmail.com,S/D,2021-01-12
Vencido,214548230016,58130,"Publicación de periódicos, diarios y revistas",CARRERA OLIVERA EDUARDO MARVIL,JUDICIAL AL DIA,Héctor Gutiérrez Ruiz  1140,MONTEVIDEO,29017704,jusaldia@adinet.com.uy,S/D,2021-04-13
Vencido,216889270014,47410,"Comercio al por menor de computadoras, unidades periféricas, equipo de software y telecomunicaciones",TURNOTEC S.A.S.,TURNOTEC S.A.S.,DE ANCA SANTIAGO 1377 1377,MONTEVIDEO,24093906,SECRETARIA@ZORKRAUT.COM,S/D,2023-03-31
Vencido,217099400011,33200,Instalación de maquinaria y equipo industrial,BONABEN AT SRL,ATBONAVOGLIA CALEFACCION,Gonzalo Ramirez 1634,MONTEVIDEO,24110273,info@atbonavoglia.com,S/D,2021-03-11
Vencido,217343490010,30110,Construcción de buques y estructuras flotantes,CANOTOWN SOCIEDAD ANONIMA,Canotown,S/D,S/D,S/D,canotown@canotown.com.uy,www.canotown.com.uy,2022-11-22
Vencido,030057390012,10120,Elaboración de fiambres y chacinados,ELIAS GOMEZ LIMITADA,CHACINERIA LITO GOMEZ,DEL PILAR 437,CERRO LARGO,46422915,administracion@litogomez.com.uy,www.litogomez.com.uy,2022-02-21
Vencido,219149580014,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,IQSOFT SAS,S/D,18 de Julio 1296,MONTEVIDEO,29030797,fpaez@mitraconsultores.uy,S/D,2022-12-29
