empresa,telefono,es_movil,email,sitio_web,rubro,ciudad
Seven,+54 376 4437085,no,,,pharmacy,Posadas
La Juaquita,+54 376 4913448,no,,,veterinary,Posadas
La Granja,+54 376 4431849,no,,,butcher,Posadas
Higía Gastroenterología Avanzada,+54 376 4434631,no,higiagastroenterologia@gmail.com,,clinic,Posadas
Yacaré Tours,+54 376 44221829,no,,,travel_agency,Posadas
Mundo de Colores,+54 9 376 422 5782,si,,,events_venue,Posadas
Ver Shop,+54 376 4588039,no,,,veterinary,Posadas
Ingeniero Ingiero Carraffa Flores,+543764420289,no,,https://www.ingcarraffaflores.com/,estate_agent,Posadas
Fundación Vanguardia,+543764438586,no,,https://www.fundacionvanguardia.com/,ngo,Posadas
Odontología Integral OIN,+543764423615,no,,,dentist,Posadas
Brutal Creativos,,no,contenidos@brutalcreativos.com,https://www.instagram.com/brutalcreativos,photo,Posadas
Fundación Alfa,+54 376 4423267,no,info@fundacioninstitutoalfa.edu.ar,http://w1.funalfa.com.ar/,foundation,Posadas
DenPos,+54 376 4423448,no,,,dentist,Posadas
Colegio de Psicopedagogos de la Provincia de Misiones,+54 376 4425101,no,colegiopspmisiones@gmail.com,https://www.colegiopspmisiones.com.ar/,yes,Posadas
Instituto de Previsión Social,+54 376 444-8680,no,,,government,Posadas
Instituto de Previsión Social,+54 376 446 8020,no,,,government,Posadas
Instituto de Previsión Social,+54 376 4597419,no,,,government,Posadas
Del Oeste Inmuebles,+54 376 4439785,no,deloeste.inmuebles.@gmail.com,https://www deloesteinmuebles.com.ar,estate_agent,Posadas
Agostinelli,+54 376 4368612,no,,,optician,Posadas
Moto Mandado,+54 376 4422022,no,,,company,Posadas
Ña Picada,+543764805261,no,,,fast_food,Posadas
Centro Kinders,+54 376 4436768,no,centrokinders@hotmail.com,https://www.centrokinders.com/,kindergarten,Posadas
Gutt,+54 376 443 6866,no,,,deli,Posadas
Óptica Misiones,+54 376 442-6856,no,,,optician,Posadas
Taller Elias,+543764457785,no,,,car_repair,Posadas
Transban S.A.,+54 376 4437515,no,contacto@transban.com.ar,https://transban.com.ar/,post_office,Posadas
Unidad Administrativa de Control de Infracciones,+54 376 4421431,no,,,government,Posadas
Joyeria Domínguez,+54 376 4433419,no,,,jewelry,Posadas
Escribanía Claudio Boichuk,+54 376 4423689,no,,,notary,Posadas
Que limpio,+543764129186,no,,,car_wash,Posadas
Clínica Dental,+54 376 420365,no,,,dentist,Posadas
Viaturex,,no,viaturex@fibertel.com.ar,,travel_agent,Posadas
Subsecretaría de Prevención,+54 376 102,no,,,government,Posadas
Abrazo de Oso,+54 9 376 463 3286,si,,,school,Posadas
MS Spa,+54 376 354992,no,,,beauty,Posadas
AB Medic,+54 376 4430862,no,,,yes,Posadas
Clínica del Centro,+54 376 4141891,no,,,doctors,Posadas
Shawarma Express,+54 9 376 450-6768,si,,,fast_food,Posadas
Academia Internacional de Taekwondo,+54 376 4436942,no,,,dojo,Posadas
Litoral Serigrafía,+54 376 4431701,no,,,copyshop,Posadas
Cerrajería David,+54 376 4486184,no,,,locksmith,Posadas
Instituto Provincial de Estadística y Censos,+54 376 444-7014,no,ipec@misiones.gov.ar,https://ipecmisiones.org/,government,Posadas
Monte,+54 376 471-5955,no,,,restaurant,Posadas
Banco de Corrientes,+54 376 443 2440,no,,https://www.bancodecorrientes.com.ar/,bank,Posadas
La Mansión de Golosinas,+54 376 425 6023,no,,,department_store,Posadas
Laboratorio de Análisis Clínicos Mariani,+54 376 4436710,no,,,laboratory,Posadas
Tío Man Rotisería,+54 376 168203,no,,,health_food,Posadas
Neuro Kinesio,+3764359274,no,,,doctors,Posadas
Kinefix Centro de Kinesiología,+54376828544,no,,,doctors,Posadas
Centro Materno Infantil Había Una Vez,+54 376 4438619,no,,,childcare,Posadas
Selliz SRL,+54 376 4427371,no,,,yes,Posadas
Solarpools Piscinas,+54 376 5223632,no,solarpools@solarpools.arnetbiz.com.ar,,chemist,Posadas
Bravo,+543764437166,no,,,bicycle,Posadas
Bike Mandados,+54 376 4394688,no,,https://www.instagram.com/bike_mandados,company,Posadas
Vidrieria Itatí,+54 376 485 3492,no,,,glaziery,Posadas
CEBAC,+54 376 442-2353,no,,http://www.laboratoriocebac.com.ar/,laboratory,Posadas
Centro Educativo de Nivel Secundario 176,+54 9 376 466 6186,si,info@cens176-misiones.edu.ar,https://www.cens176-misiones.edu.ar/,school,Posadas
Farmaplus,+54 9 376 439 0404,si,hernanchesani@gmail.com,,pharmacy,Posadas
Bobinados Zipan,+54 376 4274113,no,,,electronics_repair,Posadas
Juan Gómez,+54 376 4432606,no,,,estate_agent,Posadas
Cristal,+54 376 4423629,no,,,optician,Posadas
Mengana Craft Beer Station,+54 9 376 425 6543,si,,,beverages,Posadas
Ki Neuro,+54 9 376 464 2957,si,,,alternative,Posadas
Menjadi,+54 376 4760043,no,,,beauty,Posadas
La Farmacita,+54 376 4424180,no,,,pharmacy,Posadas
Kalma,+543764060607,no,,,physiotherapist,Posadas
Subsecretaría de Protección Civil,+54 376 4427544,no,,http://www.proteccioncivil.misiones.gob.ar/,government,Posadas
Aidée,+54 376 4698240,no,,,clothes,Posadas
Argentina,+54 376 4431321,no,,,hardware,Posadas
Centroluz,+54 376 4913222,no,,https://www.grupofavereau.com.ar,lighting;hardware,Posadas
Myslicki,+54 376 4710184,no,,,hardware,Posadas
Hogar Abuela Inda,+54 376 44428827,no,hogarabuelainda@outlook.com,,social_facility,Posadas
Residencia Geriátrica Elorza Ochoa SRL,+54 376 44450795,no,,,social_facility,Posadas
Hogar San José,+54 376 4609683,no,,,social_facility,Posadas
Residencia de Abuelos Padre Pío,+54 376 44420693,no,,,social_facility,Posadas
Hogar de Ancianos Agustin Liarte,+54 376 4424581,no,,,social_facility,Posadas
Radiadores Sergio,+543764457944,no,,,car_repair,Posadas
Llantas Rocabert,+54 9 376 4277193,si,,,car_repair,Posadas
Centenario,+54 376 5232479,no,,,pharmacy,Posadas
Arandú,+54 376 450008,no,,,clinic,Posadas
Laboratorio de Medicina Nuclear Doctor Prosen SRL,+54 376 4438119,no,,https://laboratorio-de-medicina-nuclear-dr-prosen-srl.negocio.site/,clinic,Posadas
Estudio Contable,+54376438389,no,contadormariovicente@gmail.com,,accountant,Posadas
Hospital Materno Neonatal,+54 376 4447842,no,,,hospital,Posadas
Hospital Doctor Fernando Barreyro,+54 376 4447100,no,hospitaldepediatriafbarreyro@gmail.com,,hospital,Posadas
"Agencia Tributaria de Misiones - Posadas, Control Fiscal en Ruta",+54 376 4440944,no,,,government,Posadas
Consultorio Odontológico Mazal Federico Samuel,+543764430423,no,,,dentist,Posadas
La Mía Pizza,+54 376 4312030,no,,,fast_food,Posadas
UCIVET Posadas,+54 376 513 1010,no,,,veterinary,Posadas
Tacuarí,+54 376 5053457,no,,,car_wash,Posadas
Cachanote Food,+54 376 5126900,no,,,fast_food,Posadas
División de Bomberos Zona Sur,+54 376 447667,no,,,fire_station,Posadas
Municipalidad de Posadas,+54 376 4449056,no,oficina.privada@posadas.gov.ar,https://posadas.gob.ar/,townhall,Posadas
Instituto Misionero de Agua y Sanamiento,+54 376 445 8227,no,,,government,Posadas
Bomberos Voluntarios de Campo las Dolores,+54 3764 597279,no,,,fire_station,Posadas
Policía Federal Argentina,+54 376 4428200,no,,,police,Posadas
Brys,+54 376 658289,no,,,hvac,Posadas
Parrilla y Planchetta Julián,+54 9 3764 21-6864,si,,,fast_food,Posadas
Imprenta Creativa,+54 376 4436425,no,,,printing,Posadas
Archivo General del Poder Judicial,+54 376 444 6485,no,archivogeneral.posadas@jusmisiones.gov.ar,https://www.jusmisiones.gov.ar/,government,Posadas
Deco Hogar,+54 376 4200655,no,,,furniture,Posadas
Barbería Franco Benítez,+54 376 4127484,no,,,hairdresser,Posadas
El Moro,+54 376 443 7642,no,,,trade,Posadas
Don Fulgencio,+54 376 489-8473,no,,,restaurant,Posadas
Kuczek,+54 376 4424627,no,,,optician,Posadas
Clínica dental,+54 376 4377214,no,,,dentist,Posadas
Lo de Memo,+54 376 4181595,no,,,fast_food,Posadas
Cómo en Kasa,+54 376 4735954,no,,,fast_food,Posadas
Mariana Galmarini,+54 376 4408594,no,,,optician,Posadas
Clínica Dental Posadas,+54 376 4909360,no,,,dentist,Posadas
Tata Motors,+54 376 440334,no,,,car_repair,Posadas
Clini Cucha,+54 376 4437850,no,,,veterinary,Posadas
MB Uniformes,+54 376 4338569,no,marisabelbergmann@yahoo.com,,clothes,Posadas
Jeremías,+54 376 4158914,no,,,greengrocer,Posadas
La Santa,+54 376 5035774,no,,,shoes,Posadas
Posnet,+5493764422418,si,,,company,Posadas
Delivery Victoria,+54 376 4404240,no,,,fast_food,Posadas
Juan Pablo Horianski,+54 9 376 4421034,si,administracion@jphorianski.com,,insurance,Posadas
Electrónica Figuemar,+5437642004,no,,,electronics_repair,Posadas
Said,+54 376 4519101,no,,,fast_food,Posadas
Olivera,+54376741097,no,,,electronics_repair,Posadas
Melli,0543764197913,no,,,yes,Posadas
Ecoprint Posadas,+54 376 4422735,no,ecoprintposadas@gmail.com,,copyshop,Posadas
A&E Gastronomía,+543765032200,no,,,fast_food,Posadas
MC Estudio Contable,37594263751,no,,,accountant,Posadas
Farmac,+54 3764493010,no,,,pharmacy,Posadas
Reyplast,+54 376 4459562,no,reyplastsanitarios@hotmail.com,,hardware,Posadas
Colella,+54 9 376 467 2412,si,,,alternative,Posadas
La Casa de la Goma,+543764425517,no,,,car_parts,Posadas
Beto Cerrajería,+54 376 4585971,no,cerrabeto@hotmail.com,,car_repair,Posadas
Instituto Privado de Estudios Superiores de Misiones,+54 376 4432828,no,secretaria_terciario@ipesmi.edu.ar,,school,Posadas
Instituto Superior Lenguas Vivas,+54 376 443 7004,no,info@e-islv.com.ar,https://www.lenguasvivas.net/,college,Posadas
Cielos Abiertos,+54 376 453 2485,no,institutocielosabiertos@hotmail.com,https://institutocielosabiertos.com/,college,Posadas
Instituto Académico Doctor Branemark,+54 376 4459044,no,,,college,Posadas
Raúl,+54 9 376 4518009,si,,,shoemaker,Posadas
Emma,+54 376 4312550,no,,,fast_food,Posadas
Universidad Católica de Santa Fe,+54 376 442 3388,no,,,university,Posadas
Liceo Naval Militar Almirante Storni,+54 376 446 1500,no,,http://www.liceostorni.edu.ar/,school,Posadas
Instituto Santa María de Las Misiones,+54 376 446 5708,no,,http://fundacionvillacabello.org/index.php/institutos/instituto-santa-maria-de-las-misiones,school,Posadas
Patry,+543757507412,no,,,beauty,Posadas
Fulque & Losavio,+54376422772,no,,https://fulquetylosavio.com.ar/,estate_agent,Posadas
La Catalana deco y bazar,+5493764810050,si,,https://www.lacatalanadecoybazar.com.ar,variety_store,Posadas
Imlauer,+54 376 49135804,no,,,car_repair,Posadas
PC Fix Informática,+543764390724,no,,,computer,Posadas
Impulso Maderas,+5493764722748,si,,,yes,Posadas
Infotec,+543764434822,no,,,copyshop,Posadas
Mariela Bortoluzzi,+54 376 4294152,no,,,estate_agent,Posadas
Salvi,+543764428161,no,,,car_repair,Posadas
Técnica Mente,+543764359197,no,,,computer,Posadas
Rivadavia Correa,+543764435352,no,,,lawyer,Posadas
A & L,+543764534116,no,,,boutique,Posadas
Graficom,+5493764432933,si,,,computer,Posadas
Mar Graf,+5437644371167,no,,,yes,Posadas
Cohen Distribuciones,+543764438686,no,,,stationery,Posadas
Esteban Lugo,+54 3764 106104,no,institutosuperiorestebanlugo@gmail.com,https://institutoestebanlugo.edu.ar,college,Posadas
Fundación Alta,+54 376 4423267,no,info@fundacioninstitutoalfa.edu.ar,https://fundacioninstitutoalfa.edu.ar/,college,Posadas
Instituto Taller Espíritu Santo,+54 376 44434070,no,ites@itesposadas.edu.ar,https://itesposadas.edu.ar/,college,Posadas
Multiversidad Popular,+54 3764 498185,no,infomultiversidad@gmail.com.ar,https://institutomultiversidad.edu.ar,college,Posadas
Juan Manuel de Rosas,+54 376 44229319,no,juanmrosas@ciudad.com.ar,https://www.isiv.edu.ar/,college,Posadas
Florería Mitre,+543764690860,no,,,florist,Posadas
Serviceman,+54 376 4290483,no,,,electronics_repair,Posadas
Tienda de ropa,+543764428809,no,,,clothes,Posadas
Ortopédia Vita Implantes,+543764428103,no,vitaimolantes@hotmail.com,,medical_supply,Posadas
Radiadores Pablo,+5437644211227,no,,,car_repair,Posadas
Nivel 10,+54 9 376 425-5832,si,nivel10restaurante@gmail.com,,fast_food,Posadas
Tesorería General del Gobierno de Misiones,+54 376 444 7525,no,tesoreria@misiones.gov.ar,,government,Posadas
Ferretería Pontam,+54376795309,no,,,hardware,Posadas
Electromecánica Kokicar,+543764432000,no,,,car_repair,Posadas
Radiadores Brecki Hnos.,+543764394562,no,,,car_parts,Posadas
El Fierro,+543764755903,no,,,electronics_repair,Posadas
Vigor,+54 376 4638176,no,,,hairdresser,Posadas
Obvio,+54 376 444-0058,no,obviohomestore@gmail.com,https://www.obviohomestore.com.ar/,variety_store,Posadas
Registro Provincial de las Personas,+54 376 4448235,no,registrocivil@misiones.gov.ar,https://www.registrocivil.misiones.gov.ar/,government,Posadas
Instituto de Medicina Física y Rehabilitación,+54 376 4449066,no,,,doctors,Posadas
Laboratorio de Análisis Clínico de la Ciudad de Posadas,+54 376 444 9650 x9108,no,,,laboratory,Posadas
Subsecretaria de Comercio e Integración,+54 376 444 7585,no,subcei@misiones.gov.ar,http://www.acm.misiones.gov.ar/,government,Posadas
"Ministerio de Acción Cooperativa, Mutual Comercio e Integración",+54 376 4447912,no,comunicacionministerioacmci@gmail.com,https://acmci.misiones.gob.ar/,government,Posadas
Ministerio de Salud Pública,+54 376 444 7798,no,,http://www.salud.misiones.gov.ar,government,Posadas
Especias Posadas,+54 3764949449,no,,,spices,Posadas
Ke Quimica,+543764122137,no,,,swimming_pool,Posadas
San Lucas,+54 376 4420908,no,,https://sanlucasdiagnostico.com.ar,doctors,Posadas
Mecánica Ruschel,+543764454606,no,,,car_repair,Posadas
Vialidad Provincial - Delegación Capital,+54 376 4447447,no,,http://www.dpv.misiones.gov.ar/,government,Posadas
Pillines,+54 376,no,,,clothes,Posadas
Charlotte,+54 376 5012921,no,,,boutique,Posadas
Diagnóstico por Imágenes Veterinaria,+54 376 4421577,no,,,veterinary,Posadas
La receta - Posadas,+543764736516,no,,,yes,Posadas
Souvenirs Sol,+54 37 6503-0868,no,,,yes,Posadas
ProSer,+54 376 4482238,no,,,trade,Posadas
Lácteos Barraza,+54 376 442597,no,,,cheese,Posadas
Estudio Jurídico Integral,+54376627728,no,,,lawyer,Posadas
Dirección General de Catastro,,no,catastro@misiones.gov.ar,https://www.catastro.misiones.gov.ar/,government,Posadas
PuntoMed,+54 3760  4420203,no,,,doctors,Posadas
Ortiz Muebles,+54 376 4597240,no,,,furniture,Posadas
Veyve,+54 376 4111315,no,,,fast_food,Posadas
Crisol Lentejuelas,+549764260555,si,,,sewing,Posadas
Susurro Nativo,+54 3764 468281,no,info@susurronativo.com,https://susurronativo.com,herbalist,Posadas
Store Misiones,+543764156757,no,,,sports,Posadas
CENTRO Taity Centro de Desarrollo Infantil,+543764716505,no,,,doctors,Posadas
Gauto Fetchner,+54 376 4426502,no,,,estate_agent,Posadas
Trevisan,+54 376 4431739,no,info@trevisan.com.ar,http://trevisan.com.ar/,estate_agent,Posadas
Goya Estudio Jurídico,+54 376 4439003,no,,,lawyer,Posadas
Escribanía Norembert,+54 376 443 3760,no,,,notary,Posadas
Susana Yanina Sureda,+54 376 4433760,no,,,lawyer,Posadas
Laura Beatriz Bado,+54 376 4659147,no,,,accountant,Posadas
Hiper del Pollo,+54 376 4437901,no,,https://hiperdelpollo.com.ar/,butcher,Posadas
Mora,+543794031394,no,,,pastry,Posadas
Delidrinks,+54 37649662193,no,delidrinks.stacatalina@gmail.com,,wine,Posadas
Tu Estilo,+54 376 48860608,no,,,hairdresser,Posadas
Procer,+543764686471,no,,,chemist,Posadas
Real,+54 376 427419,no,,,stationery,Posadas
Delidrinks,+54 376 4871773,no,,,beverages,Posadas
Delidrinks,+54 376 5226788,no,,,beverages,Posadas
Laudín,+54 9 376 4579555,si,,https://www.laudininversiones.com/,estate_agent,Posadas
Érika Brandt,+54 376 4560067,no,,,beauty,Posadas
Wualá,+543764694240,no,,,printer_ink,Posadas
Las Tipas,+54 3492 505656,no,info@lastipas.com.ar,https://posadas.lastipas.com.ar/;http://www.lastipas.com.ar/,cinema,Posadas
MT,+54 376 4913151,no,,,estate_agent,Posadas
Consultorio Ortopedia,+54 376 4421178,no,,,doctors,Posadas
San Lucas,+54 376 44341456,no,,,doctors,Posadas
FIV Odontología,+54 9 376 4820283,si,,,dentist,Posadas
Centro Manantial,+54 3764 456759,no,marisa2206@hotmail.com,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Dirección de Prevención de Adicciones,+54 3764 134723,no,dpamuniposadas@gmail.com,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Programa de Juego Responsable del IPLYCSE,+54 3764 683173,no,juegoresponsableiplyc@gmail.com,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Centro de Contención de Caritas,+54 3764 755017,no,posadascaritas@gmail.com,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Programa de Cesación Tabáquica,+54 3764 447836,no,drguillermorolon@yahoo.com.ar,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Schwartz,+54 376 4754456,no,,,beauty,Posadas
Dra Carmen Isabel Keutly,+54 376 4675567,no,,,lawyer,Posadas
Hogar de Día Posadas,+54 3764 597813,no,direccionhogardediaposadas@gmail.com,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Alcohólicos Anónimos Grupo Sendero de Vida,+54 3764 140328,no,oscarvigo1422@gmail.com,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Punto Preventivo y Asistencial San Gerardo,+54 3764 5712455,no,puntospreventivos.misiones@gmail.com,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Espacio Universitario,+54 3755 502585,no,onufrijczukmartin@gmail.com,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Alcohólicos Anónimos Grupo Aquí se puede,+54 3764 797656,no,lacasitadeaa@gmail.com,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Alcohólicos Anónimos Grupo Volver a Vivir - Catedral,+54 3764 881419,no,lacasitadeaa@gmail.com,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Alcohólicos Anónimos Grupo Ya no estamos solos,+54 376 461 7804,no,lacasitadeaa@gmail.com,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Alcohólicos Anónimos Grupo Tolerancia,+54 3764 037616,no,,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
Alcohólicos Anónimos Grupo La Última Promesa,+54 3764 335470,no,,https://prevenciondeadicciones.misiones.gob.ar/,social_facility,Posadas
FerVer Negocios Inmobiliarios,+5493764441433,si,,https://www.ferverinmobiliaria.com.ar/,estate_agent,Posadas
DAS Brewery,+5493764743184,si,,,restaurant,Posadas
El Hornero,+54 3765 071739,no,,,fast_food,Posadas
Pájaro Azul,+54 376 4424601,no,pajaroazul.posadas@gmail.com,,events_venue,Posadas
Pasta Madre,+5493764815656,si,,,restaurant,Posadas
Plasrimi SRL,+54 376 4659178,no,,,stationery,Posadas
IF Lava Fácil,+543764642302,no,,,laundry,Posadas
Colegio de Farmaceuticos y Quimicos de Misiones,+54 376 443-6045,no,colfarmi@colfarmi.com,https://colfarmi.com/nueva/,company,Posadas
Santa Catalina,+54 376 4423407,no,,,place_of_worship,Posadas
Catedral San José,+54 376 442 3114,no,,,place_of_worship,Posadas
Santos Mártires,+54 376 442 8073,no,,,place_of_worship,Posadas
San Roque,+54 376 4423509,no,,,place_of_worship,Posadas
Podología Posadas,+54 376 515-0583,no,,,podiatrist,Posadas
Ministerio de Cultura,+54 3764 447356,no,,https://cultura.misiones.gob.ar,government,Posadas
Avati,+54 376 58643,no,,,convenience,Posadas
Araby,+54 376 4396826,no,,,fast_food,Posadas
José F. Schwegler,+54 376 4452151,no,josefschwegler@hotmail.com.ar,,hardware,Posadas
Tornería Kozusne,+5437644458988,no,,,blacksmith,Posadas
Oveja,+54 9 376 422 5663,si,,https://www.facebook.com/cervezaoveja/,bar,Posadas
Decolivi g,+54 375 5689273,no,,,furniture,Posadas
Misiones Mayorista,+54 376 5018955,no,,https://www.misionesmayorista.com/,wholesale,Posadas
Escribanía Gladys Mabel López,+54 376 5260944,no,,,notary,Posadas
Jairo,+54 376 4582503,no,,,shoes,Posadas
Sindicato de Amas de Casa Misiones,+54 376 4191934,no,,https://sacramisiones.com.ar/,union,Posadas
Chaco,+54 376 4439119,no,,,stationery,Posadas
Attend,+54 376 4348444,no,,,clinic,Posadas
Instituto de Fomento Agropecuario e Industrial,+54 376 444 7902,no,info@ifai.gov.ar,https://ifai.misiones.gob.ar/,government,Posadas
Tavares,+54 376 4596192,no,,,notary,Posadas
Instituto Superior Madhel,+54 376 4653247,no,institutomadhel@hotmail.com,https://institutomadhel.edu.ar/,college,Posadas
Amsré,+54 376 5246561,no,,,beauty,Posadas
Cardan,+54 3755 432770,no,,,car_repair,Posadas
Rosa,+54 376 4425612,no,adolforosa@hotmail.com,,repair,Posadas
Kindy Centro Pediátrico,+543764917408,no,,,doctors,Posadas
Barbería San Francisco,+54 376 4576971,no,,,hairdresser,Posadas
árkho,+54376427047,no,,,floorer,Posadas
A1 spa,+54 376 423 7385,no,administracion@corsica.com.ar,https://www.a1spa.com.ar/,car_wash,Posadas
Hogar La Familia,+54 376 4341203,no,,,social_facility,Posadas
DeliNut,+5493765366641,si,,,health_food,Posadas
Ferromisiones SRL,+54 376 493 2595,no,,,hardware,Posadas
Registro Provincial de las Personas,,no,registrocivil@misiones.gov.ar,https://www.registrocivil.misiones.gov.ar/,government,Posadas
Centro de Documentación Rápida Centro Cultural la Estación,+54 376 4728459,no,cdrmisiones@hotmail.com,https://www.registrocivil.misiones.gov.ar/,government,Posadas
RM Rapimandados,+54 376 4898906,no,,,company,Posadas
Doctora Carol Rendón,+54 3764 360062,no,,,dentist,Posadas
Sinergia Industrial,+54 376 469 0900,no,sinergia@sinergiaindustrial.com.ar,https://www.sinergiaindustrial.com.ar,hardware,Posadas
Fundación Artesanias Misioneras,+54 376 4441229,no,,,craft,Posadas
QìOs Centro de Medicina China y Osteopatía,+54 376 4395633,no,,,yes,Posadas
Malenka Muebles,+54 376 4661500,no,,,furniture,Posadas
Correo Argentino,+54 376 442 5830,no,,http://www.correoargentino.com.ar/,post_office,Posadas
Punto Visual,+54 376 443 5007,no,,,optician,Posadas
Nueva Continental,+54 376 44220969,no,,,optician,Posadas
Molar Odontología,+54 376 4420427,no,,,dentist,Posadas
RM Odontología,+54 376 4437738,no,,https://www.rmodontologia.com.ar/,dentist,Posadas
SIDEPP,+54 376 4683393,no,,,yes,Posadas
Gri,+54 376 306096,no,,,beauty,Posadas
Pizzas Don Vitto,+54 376 4156656,no,,,restaurant,Posadas
Distribuidora RyD,+54 3764 682584,no,,,wholesale,Posadas
Sancor,+54 376 4425775,no,,,insurance,Posadas
Clínica Santa María,+54 264 420 3033,no,info@clinicasantamariasanjuan.com.ar,https://clinicasantamariasanjuan.com.ar,clinic,San Juan
BBVA,+542644294222,no,,https://www.bbva.com.ar,bank,San Juan
Farmacia San Martín,+54 264 421 5555,no,,,pharmacy,San Juan
Comisaría 27,+54 264 4239648,no,,,police,San Juan
Cipriano,+54 9 0624 4251444,si,,https://www.facebook.com/ciprianosanjuan/,restaurant,San Juan
Farmacia Betancur,+54 264 4229309,no,,,pharmacy,San Juan
Escuela José Ignacio de La Roza,+54 264 430 7523,no,,,school,San Juan
Cimac,+54 264 4293100,no,cimacsa@cimacsanjuan.com.ar,,clinic,San Juan
Play Cinema,+54 264 4309093,no,administracion@playcinema.net,http://playcinema.net,cinema,San Juan
Farmacia Falucho,+54 264 4265834,no,,,pharmacy,San Juan
Ansilta,+542644276711,no,ansiltaurquiza@hotmail.com,https://www.ansilta.com,outdoor,San Juan
Ansilta,+54 2644222055,no,negocio@ansilta.com,https://www.ansilta.com,outdoor,San Juan
Tapicería Bernales,+54 264 4236355,no,,,upholsterer,San Juan
La Paisanita,+54 264 4265757,no,,,fast_food,San Juan
Registro Automotor 5,+54 264 422 8359,no,,,government,San Juan
Registro Automotor 3,+54 9 264 406 7112,si,,,government,San Juan
Registro Automotor 1,+54 264 422 5278,no,,,government,San Juan
Registro Automotor 6,+54 264 421 1273,no,,,government,San Juan
Clínica del Prado,+54 264 420 0962,no,info@clinicadelpradoestetica.com,https://www.clinicadelpradoestetica.com/,clinic,San Juan
Quiropraxia Adrian Fernández,+542644264441,no,aofquiro@yahoo.com.ar,http://quiropraxia-adrianfernandez.com,doctors,San Juan
Shawarma,+542644386889,no,,,fast_food,San Juan
Ferretería Cordoba,+542644237795,no,,,hardware,San Juan
Mi Sandwich,+54 264 4696042,no,misandwich.consulta@gmail.com,https://misandwich.com.ar,cafe,San Juan
Escuela Industrial Domingo Faustino Sarmiento,+54 264 4214645,no,eidfs@eidfs.unsj.edu.ar,https://www.eidfs.unsj.edu.ar,school,San Juan
Farmacia Buenaventura,+54 264 5266624,no,,https://www.fciabuenaventura.com.ar,pharmacy,San Juan
Papelería Integral,+542644226461,no,integraldistribuciones@hotmail.com,https://www.libreriaintegral.com/,stationery,San Juan
CompuTienda,+54 264 4628698,no,,,computer,San Juan
Florería Argentina,+542644224694,no,,https://floreriaargentina.negocio.site,florist,San Juan
Montagne,+542645640022,no,,https://www.montagne.com.ar,outdoor,San Juan
Clínica de la Visión,+54 264 4228400,no,consultas@delavision.com.ar,https://delavision.com.ar,clinic,San Juan
Puerto del Sol Turismo,+54 264 4275060,no,,,travel_agency,San Juan
La Madeleine,+54264 427-7825,no,,,cafe,San Juan
Somos Viajes,+54 264 432 2185,no,,https://somosviajes.com.ar,travel_agency,San Juan
Cereza Light,+54 9 264 408-5003,si,,,cafe,San Juan
Turismo Vittorio,+54 264 4204000,no,,https://www.yovoy.com.ar,travel_agency,San Juan
Havanna,+54 264 420 3702,no,,https://www.havanna.com.ar,cafe,San Juan
La Paisanita,+54 264 4278806,no,,,fast_food,San Juan
Tequila Lomos,+54 264 4228188,no,,,restaurant,San Juan
Farmacias Colón II,+54 264 4203290,no,,,pharmacy,San Juan
Blanca Paloma,+54 264 4272689,no,info@blancapalomaviajes.tur.ar,https://blancapalomasrl.com.ar,travel_agency,San Juan
Farmacia San Andrés,+54 264 4224626,no,,,pharmacy,San Juan
Nefro - Clínica de Riñón y Diálisis,+54 264 4204614,no,dialisisnefro@Hotmail.com,,clinic,San Juan
Alianza Francesa,+54264 422-4899,no,direccion@afsanjuan.org.ar,https://www.afsanjuan.org.ar/,language_school,San Juan
Comisaría 29,+54 264 4229566,no,,,police,San Juan
El Disco,+54 264 4217692,no,eldiscoinsumos@gmail.com,https://www.eldisco.com.ar,computer,San Juan
División Comando Radioeléctrico,+54 264 4222319,no,,,police,San Juan
Escuela Primaria Francisco Ibáñez,+54 264 430 7602,no,,,school,San Juan
Campos Labb,+54 264 4222627,no,,http://camposlabb.com,photo,San Juan
Maxser,+54 264 605-2554,no,empresas@maxser.com.ar,https://www.maxser.com.ar,computer,San Juan
Hogar Escuela Apadim Centro de Dia y de Jornada Completa,+54 264 426 1755,no,hogarescuelaapadim@yahoo.com.ar,,school,San Juan
Panificadora Ke Pan,+54 264 425 0744,no,,,bakery,San Juan
Europepaint chapa y pintura,+542645764790,no,fs.europepaint@hotmail.com,,car_repair,San Juan
