pais,empresa,ciudad,email
AR,Ministerio de Ecología y Recursos Naturales Renovables,Posadas,ecologia@misiones.gov.ar
AR,Clínica de ojos Cáceres Zorrila,Posadas,admincocz@gmail.com
AR,Paper Town,Posadas,libreriapapertown@hotmail.com
AR,Punto Rojo,Posadas,puntorojoo@hotmail.com
AR,Náutica Menor Hermanos,Posadas,menornautica@gmail.com
AR,Minolcop,Posadas,minolcopfotocopias@hotmail.com
AR,Radio Club Misiones LU1IG,Posadas,info.lu1ig@gmail.com
AR,Kopegraf,Posadas,kopegraf@yahoo.com.ar
AR,Y.E.S.,Posadas,posadas@yesbooks.com.ar
AR,Instituto Cristiano Emanuel,Posadas,institutoemanuelposadas@hotmail.com
AR,Energía de Misiones,Posadas,gcomercial@emsadigital.com.ar
AR,Ministerio de Derechos Humanos,Posadas,info.ddhhmisiones@gmail.com
AR,Ministerio de Trabajo y Empleo,Posadas,s_trabajo@misiones.gov.ar
AR,Contaduría General de la Provincia,Posadas,contaduria@misiones.gov.ar
AR,Boletín Oficial de la Provincia de Misiones,Posadas,boletin_oficial@misiones.gov.ar
AR,IMO Automóviles,Posadas,walteroudin@gmail.com
AR,Escuela de Robótica,Posadas,escuelaroboticamisiones@gmail.com
AR,Bresiski,Posadas,cristianbresiski@hotmail.com
AR,Silvia,Posadas,pedidosilvia@yahoo.com
AR,Dirección de Personas Jurídicas,Posadas,mg_dirperjuridicas@misiones.gov.ar
AR,Serimanía,Posadas,grafica.serimania@gmail.com
AR,Prowan,Posadas,posadas@prowan.com.ar
AR,Floreria Titina,Posadas,machucahernan988@gmail.com
AR,Loben,Posadas,bensioncohen@yahoo.com.ar
AR,Dirección General Registro de la Propiedad de Inmuebles,Posadas,registropropiedadmnes@gmail.com
AR,Marandú Comunicaciones S.E.,Posadas,info@marandu.com.ar
AR,Servicio Penitenciario Provincial,Posadas,spp_misiones@misiones.gov.ar
AR,Zoo,Posadas,zooveterinariaposadas@gmail.com
AR,La Casa del Encendido,Posadas,ventas@elencendido.com.ar
AR,Fontana Neumáticos,Posadas,Neumaticos@Fontanaposadas.Com.Ar
AR,Me Voy!,Posadas,info@mevoy.tur.ar
AR,La Feliz,Posadas,puntacaribe@hotmail.com
AR,Punto Espresso,Posadas,puntoespressook@gmail.com
AR,Instituto Superior de Estudios Técnicos,Posadas,iset@leoniset.edu.ar
AR,Dr. Express,Posadas,farmaciadrexpress@gmail.com
AR,XL Negocios Inmobiliarios,Posadas,xlnegociosinmobiliarios@hotmail.com
AR,Estudio Jurídico Dr. Pedro Martínez,Posadas,legalesmartinez@gmail.com
AR,IMprenta,Posadas,talleresgraficos_01@hotmail.com
AR,ADN Pizzero,Posadas,robertomander@gmail.com
AR,Industrial Aguilar,Posadas,online@ferreteriaaguilar.com.ar
AR,Femme,Posadas,contacto@hogardeabuelas.com
AR,Lavalle Centro Comercial,Posadas,contactolavalle@gmail.com
AR,Apolo Deportes,Posadas,apolodeportes@arnetbiz.com.ar
AR,Sommer Deportes,Posadas,sommer_deportes@yahoo.com.ar
AR,Espacio TISaM,Posadas,espaciotisam@gmail.com
AR,FM Street 101.5 LRH 373,Posadas,rrhh@fmstreet.com.ar
AR,Instituto para Discapacidad - Servicio Centro de Día,Posadas,cenemi@live.com.ar
AR,Riel S.R.L. Ingeniería Electrica y Mecánica,Posadas,contacto@rielsa.com.ar
AR,Cyberlink,Posadas,ventas@cyberlink.com.ar
AR,El Boticario,Posadas,fjmuzza71@live.com.ar
AR,La Casa del Repuesto Refrigeración,Posadas,burek_e_hijos@yahoo.com.ar
AR,Ámbar Casa de Salud,Posadas,contacto@ambarsalud.com
AR,José M. Llamas,Posadas,jllamas@arnet.com.ar
AR,La Casona,Posadas,lacasonabeerbar@gmail.com
AR,Instituto Médico de Especialistas,Posadas,imerehabilitacion@gmail.com
AR,Laudin,Posadas,jmlaudin@yahoo.com.ar
AR,Centro Familiar Amigos de Jesús,Posadas,amistadconjesus@gmail.com
AR,Azmí,Posadas,inmobiliariamagan@hotmail.com.ar
AR,Ferro Posadas,Posadas,ferroposadas@gmail.com
AR,Cg Propiedades,Posadas,cgpropiedades@outlook.com
AR,Block SRL,Posadas,posadas@blocks.com.ar
AR,Asociación de Productores Industriales y Comerciantes Forestales de Misiones y Norte de Corrientes,Posadas,apicofom@gmail.com
AR,Distribuidora del Nordeste SRL,Posadas,distribuidoradelnordestesrl@gmail.com
AR,Distribuidora Bilbao SRL,Posadas,distribuidorabilbao@yahoo.com.ar
AR,Escuela Marcial KengWu,Posadas,axentchen@kengwu.com
AR,Organización Girard,Posadas,comercial@girardasociados.com.ar
AR,Escuela Provincial de Educación Técnica N° 1,Posadas,info@epet1.edu.ar
AR,Agencia Posadas Turismo,Posadas,turismo@posadas.gov.ar
AR,Superintendencia de Seguro de Salud,Posadas,misiones@ssalud.gob.ar
AR,Help me Teacher,Posadas,helpmeteacher@gmail.com
AR,Nuevo Horizonte Propiedades,Posadas,tufuturohorizonte@gmail.com
AR,Instituto Politécnico San Arnoldo Janssen,Posadas,direccion.estudios.janssen@gmail.com
AR,Instituto Salesiano San Miguel,Posadas,inssanmiguel@yahoo.com.ar
AR,Laboratorio Juana Beatriz Lorenzo,Posadas,Laboratoriolorenzo@hotmail.com
AR,Franciona Refrigeraciones,Posadas,rfranciona@gmail.com
AR,Hilario Sewaald S.R.L.,Posadas,seewaldsrl@gmail.com
AR,"Centro de Rehabilitación del Ciego ""Santa Rosa de Lima",Posadas,centrodelciego@hotmail.com
AR,Subsecretaría de Ordenamiento Territorial,Posadas,ordenamientoterritorial@misiones.gov.ar
AR,Boldú S.R.L.,Posadas,boldusrl@gmail.com
AR,Tierra Servicios Inmobiliarios,Posadas,tierrapropiedadesmisiones@gmail.com
AR,Opción 1,Posadas,opcionuno@arnetbiz.com.ar
AR,Escribanía Ana Valeria Cautela,Posadas,escribaniacautela@yahoo.com.ar
AR,Strass,Posadas,strassmerceria@gmail.com
AR,Instituto Bilingüe Posadas Educa,Posadas,institutoposadaseduca0487@gmail.com
AR,Librería Tucumán,Posadas,info@libreriatucuman.com
AR,POEA Inmobiliaria SRL,Posadas,info@poeainmobiliaria.com.ar
AR,iD Plast Sanitarios,Posadas,idplastsanitarios@gmail.cpm
AR,Magic World,Posadas,info@jardinmacigworld.com.ar
AR,Instituto de Formación para la Gestión Pública,Posadas,capacitacioninfogeo@gmail.com
AR,Higía Gastroenterología Avanzada,Posadas,higiagastroenterologia@gmail.com
AR,Brutal Creativos,Posadas,contenidos@brutalcreativos.com
AR,Fundación Alfa,Posadas,info@fundacioninstitutoalfa.edu.ar
AR,Colegio de Psicopedagogos de la Provincia de Misiones,Posadas,colegiopspmisiones@gmail.com
AR,Del Oeste Inmuebles,Posadas,deloeste.inmuebles.@gmail.com
AR,Centro Kinders,Posadas,centrokinders@hotmail.com
AR,Viaturex,Posadas,viaturex@fibertel.com.ar
AR,Instituto Provincial de Estadística y Censos,Posadas,ipec@misiones.gov.ar
AR,Solarpools Piscinas,Posadas,solarpools@solarpools.arnetbiz.com.ar
AR,Centro Educativo de Nivel Secundario 176,Posadas,info@cens176-misiones.edu.ar
AR,Farmaplus,Posadas,hernanchesani@gmail.com
AR,Hogar Abuela Inda,Posadas,hogarabuelainda@outlook.com
AR,Estudio Contable,Posadas,contadormariovicente@gmail.com
AR,Hospital Doctor Fernando Barreyro,Posadas,hospitaldepediatriafbarreyro@gmail.com
AR,Municipalidad de Posadas,Posadas,oficina.privada@posadas.gov.ar
AR,Archivo General del Poder Judicial,Posadas,archivogeneral.posadas@jusmisiones.gov.ar
AR,MB Uniformes,Posadas,marisabelbergmann@yahoo.com
AR,Juan Pablo Horianski,Posadas,administracion@jphorianski.com
AR,Ecoprint Posadas,Posadas,ecoprintposadas@gmail.com
AR,Reyplast,Posadas,reyplastsanitarios@hotmail.com
AR,Beto Cerrajería,Posadas,cerrabeto@hotmail.com
AR,Instituto Privado de Estudios Superiores de Misiones,Posadas,secretaria_terciario@ipesmi.edu.ar
AR,Instituto Superior Lenguas Vivas,Posadas,info@e-islv.com.ar
AR,Cielos Abiertos,Posadas,institutocielosabiertos@hotmail.com
AR,Esteban Lugo,Posadas,institutosuperiorestebanlugo@gmail.com
AR,Instituto Taller Espíritu Santo,Posadas,ites@itesposadas.edu.ar
AR,Multiversidad Popular,Posadas,infomultiversidad@gmail.com.ar
AR,Juan Manuel de Rosas,Posadas,juanmrosas@ciudad.com.ar
AR,Ortopédia Vita Implantes,Posadas,vitaimolantes@hotmail.com
AR,Nivel 10,Posadas,nivel10restaurante@gmail.com
AR,Tesorería General del Gobierno de Misiones,Posadas,tesoreria@misiones.gov.ar
AR,Obvio,Posadas,obviohomestore@gmail.com
AR,Registro Provincial de las Personas,Posadas,registrocivil@misiones.gov.ar
AR,Subsecretaria de Comercio e Integración,Posadas,subcei@misiones.gov.ar
AR,"Ministerio de Acción Cooperativa, Mutual Comercio e Integración",Posadas,comunicacionministerioacmci@gmail.com
AR,Dirección General de Catastro,Posadas,catastro@misiones.gov.ar
AR,Susurro Nativo,Posadas,info@susurronativo.com
AR,Trevisan,Posadas,info@trevisan.com.ar
AR,Delidrinks,Posadas,delidrinks.stacatalina@gmail.com
AR,Las Tipas,Posadas,info@lastipas.com.ar
AR,Centro Manantial,Posadas,marisa2206@hotmail.com
AR,Dirección de Prevención de Adicciones,Posadas,dpamuniposadas@gmail.com
AR,Programa de Juego Responsable del IPLYCSE,Posadas,juegoresponsableiplyc@gmail.com
AR,Centro de Contención de Caritas,Posadas,posadascaritas@gmail.com
AR,Programa de Cesación Tabáquica,Posadas,drguillermorolon@yahoo.com.ar
AR,Hogar de Día Posadas,Posadas,direccionhogardediaposadas@gmail.com
AR,Alcohólicos Anónimos Grupo Sendero de Vida,Posadas,oscarvigo1422@gmail.com
AR,Punto Preventivo y Asistencial San Gerardo,Posadas,puntospreventivos.misiones@gmail.com
AR,Espacio Universitario,Posadas,onufrijczukmartin@gmail.com
AR,Alcohólicos Anónimos Grupo Aquí se puede,Posadas,lacasitadeaa@gmail.com
AR,Pájaro Azul,Posadas,pajaroazul.posadas@gmail.com
AR,Colegio de Farmaceuticos y Quimicos de Misiones,Posadas,colfarmi@colfarmi.com
AR,José F. Schwegler,Posadas,josefschwegler@hotmail.com.ar
AR,Instituto de Fomento Agropecuario e Industrial,Posadas,info@ifai.gov.ar
AR,Instituto Superior Madhel,Posadas,institutomadhel@hotmail.com
AR,Rosa,Posadas,adolforosa@hotmail.com
AR,A1 spa,Posadas,administracion@corsica.com.ar
AR,Centro de Documentación Rápida Centro Cultural la Estación,Posadas,cdrmisiones@hotmail.com
AR,Sinergia Industrial,Posadas,sinergia@sinergiaindustrial.com.ar
AR,Clínica Santa María,San Juan,info@clinicasantamariasanjuan.com.ar
AR,Cimac,San Juan,cimacsa@cimacsanjuan.com.ar
AR,Play Cinema,San Juan,administracion@playcinema.net
AR,Ansilta,San Juan,ansiltaurquiza@hotmail.com
AR,Ansilta,San Juan,negocio@ansilta.com
AR,Clínica del Prado,San Juan,info@clinicadelpradoestetica.com
AR,Quiropraxia Adrian Fernández,San Juan,aofquiro@yahoo.com.ar
AR,Mi Sandwich,San Juan,misandwich.consulta@gmail.com
AR,Escuela Industrial Domingo Faustino Sarmiento,San Juan,eidfs@eidfs.unsj.edu.ar
AR,Papelería Integral,San Juan,integraldistribuciones@hotmail.com
AR,Clínica de la Visión,San Juan,consultas@delavision.com.ar
AR,Blanca Paloma,San Juan,info@blancapalomaviajes.tur.ar
AR,Nefro - Clínica de Riñón y Diálisis,San Juan,dialisisnefro@Hotmail.com
AR,Alianza Francesa,San Juan,direccion@afsanjuan.org.ar
AR,El Disco,San Juan,eldiscoinsumos@gmail.com
AR,Maxser,San Juan,empresas@maxser.com.ar
AR,Hogar Escuela Apadim Centro de Dia y de Jornada Completa,San Juan,hogarescuelaapadim@yahoo.com.ar
AR,Europepaint chapa y pintura,San Juan,fs.europepaint@hotmail.com
AR,Lopez Orozco srl,San Juan,sanjuan@lopezorozco.com.ar
AR,Carnes Aguilera,San Juan,cerrozul.adm@gmail.com
AR,Tecnocompro.com,San Juan,localrivadavia190@groupmobile.com.ar
AR,Hoffman Instrumentos Musicales,San Juan,ventasweb@hoffmannmusica.com.ar
AR,Rihanna,San Juan,rihannaclub25@gmail.com
AR,Nono Chicho,San Juan,nonochichosj@gmail.com
AR,Colegio Secundario Monseñor José Américo Orzali,San Juan,orzaliescsj@speedy.com.ar
AR,Registro Único de Adopción,San Juan,registroadopcion-sjn@jussanjuan.gov.ar
AR,Registro Civil y Capacidad de las Personas,San Juan,info.registrocivil@sanjuan.gov.ar
AR,Secretaría Social,San Juan,secsocial-sjn@jussanjuan.gov.ar
AR,Laboratorio de Análisis Clínicos Benavidez,San Juan,laboratoriobenavidez@gmail.com
AR,Saúl Saidel,San Juan,consultasweb@saulsaidel.com
AR,Bolsa de Comercio de San Juan,San Juan,info@bolsasanjuan.com.ar
AR,El Fortín Barzar,San Juan,elfortinbazar@gmail.com
AR,Fedemi,San Juan,fedemi@fedemi.com.ar
AR,Cochería San Juan,San Juan,info@cocheriasanjuan.com
AR,i-TiC,San Juan,info@i-tic.com
AR,Centro de Copiado Alvear,San Juan,copiadoalvear@gmail.com
AR,Clínica Veterinaria San Martín de Porres,San Juan,veterinaria-sanmartindeporres@hotmail.com
AR,Escuela Nacional de Experimentación y Realización Cinematográfica,San Juan,info.cuyo@enerc.gob.ar
AR,F1 Neumaticos,San Juan,ventasrivadaviagrupof1@hotmail.com
AR,Centro Educativo Terapeutico y Centro de día Pertenecer,San Juan,nslapaz@hotmail.com
AR,Consultorio Odontologico Sánchez,San Juan,drjavier36@hotmail.com
AR,Farmacia Corona,San Juan,info@farmaciacorona.com
AR,EPRE San Juan,San Juan,reclamos@epresanjuan.gob.ar
AR,ASAAR,San Juan,info@asaarsj.com
AR,Grupo Somos - Centro gráfico integral,San Juan,somoscarteleria@gmail.com
AR,Consultorio de Kinesiologia Y Fisioterapia Garcia,San Juan,lic.garciasebastian@gmail.com
AR,DOI Digital,San Juan,sanjuan@doidigital.com.ar
AR,Eoftalmo,San Juan,eoftalmo76@gmail.com
AR,Instituto Privado De Resonancia Magnetica,San Juan,institutoprivadormi@speedy.com.ar
AR,RC Sneakers,San Juan,rcsneakersarg@gmail.com
AR,Juzgado Federal de San Juan 2,San Juan,jfsanjuan2@pjn.gov.ar
AR,Superintendencia de Servicios de Salud,San Juan,sanjuan@sssalud.gob.ar
AR,Clínica Mattar Spengler,San Juan,administracion@mattarspengler.com
AR,Asociación Mutual Círculo de Suboficiales del Ejército,San Juan,cirsesanjuan@yahoo.com.ar
AR,Colegio Médico de San Juan,San Juan,calidad@colegiomedico.org.ar
AR,Café Martínez,San Juan,sanjuancentro@cafemartinez.com.ar
AR,Óptica Birle,San Juan,opticabirle@yahoo.com.ar
AR,Mountain Camperas de Egresados,San Juan,ventas@egresadosmountain.com
AR,Clínica del Sol,San Juan,info@clinicadelsolsanjuan.com
AR,BioSalud Clínica Integral,San Juan,clinicabiosaludadm@gmail.com
AR,Hospital Privado del Colegio Médico de San Juan,San Juan,rrhh@colegiomedico.org.ar
AR,Inyectables San Juan,San Juan,info@inyectablesanjuan.com
AR,Martín Suspensión,San Juan,martinsuspension@hotmail.com.ar
AR,Clínica de la Ciudad,San Juan,contacto@clinicadelaciudad.com.ar
AR,Las Malvinas Palomar,San Juan,info@heladerialasmalvinas.com
AR,Crivar Sellos,San Juan,crivarsellos@hotmail.com
AR,Federación de Viñateros y Productores Agropecuarios de San Juan,San Juan,contacto@federacionvinateros.com
AR,ByB Insumos,San Juan,bybinsumos.coll@gmail.com
AR,Adicus,San Juan,prensa@adicus.org.ar
AR,Pinturería Central,San Juan,suc.sanjuan@pintureriacentral.com.ar
AR,Clínica Andina,San Juan,clinicaandinasj@gmail.com
AR,Macadamia Pastelería Vegana,San Juan,macadamiapasteleriavegana@gmail.com
AR,San Francisco Hogar,San Juan,marketing.sanfranciscohogar@gmail.com
AR,Óptica Azul,San Juan,info@azuloptica.com.ar
AR,Óptica Suiza,San Juan,pelayesmau@hotmail.com
AR,Óptica Barbieri,San Juan,online@opticabarbieri.com
AR,GR Aberturas,San Juan,grsrl.ventas@gmail.com
AR,Ortopedia Central,San Juan,ortopediacentral.2015@hotmail.com
AR,Integral Salud,San Juan,Sanjuan@integralsalud.com.ar
AR,Imo Quality AMIOX SAS,San Juan,imoquality@gmail.com
AR,Carrascal Viajes y Turismo,San Juan,sanjuan@carrascalviajes.com
AR,Rojo Turismo,San Juan,cwego@rojoturismo.com
AR,PAP S.R.L.,San Juan,papsrl@transpap.com.ar
AR,Fine Travel,San Juan,info@finetravel.com.ar
AR,Centro Mutual Rh-,San Juan,contacto@mutualrh.com.ar
AR,Farmacia San Lorenzo,San Juan,farmaciasanlorenzosjuan@gmail.com
AR,ECI San Juan,San Juan,info@ecisanjuan.com
AR,Veterinaria El Eden,San Juan,veterinariaeleden2017@gmail.com
AR,Veterinaria Salud Animal,San Juan,vetesaludanimal@hotmail.com
AR,Terra,San Juan,terragrafica@yahoo.com.ar
AR,Cuba Lalá,San Juan,cuba.lalavintageshop@gmail.com
AR,Sanip Salud,San Juan,info@sanipsalud.com.ar
AR,Reino,San Juan,info@reino.com.ar
AR,Clínica Alemana,San Juan,recepcion@clinicaalemana.com.ar
AR,CIRO Instituto Radiológico Dental,San Juan,cirodigital3d@gmail.com
AR,Vivero Las Lilas,San Juan,laslilasvivero@gmail.com
AR,Alpaca para tu mascota,San Juan,agaosj@gmail.com
AR,Córdoba Clínica Médica,San Juan,cordobaclinicamedica@gmail.com
AR,Instituto Médico Urológico,San Juan,info@imusanjuan.com.ar
AR,Veterinaria 365,San Juan,vet365srl@gmail.com
AR,Print & Co,San Juan,printcoimprenta@gmail.com
AR,Centro Médico Sagrado Corazón,San Juan,centromedicosagradocorazonsj@hotmail.com
AR,Consultorio de Kinesiologia Sanchez,San Juan,vico_sanchez19@hotmail.com
AR,Farmacia Sabin II,San Juan,info@farmaciasabin.com
AR,Consultorios Los Olivos,San Juan,luis.minin@hotmail.com
AR,Clinica Parque Universitario,San Juan,clinicaparqueuniversitario@hotmail.com
AR,Centro Médico San Carlos,San Juan,docanasanchez@hotmail.com
AR,Clínica Veterinaria Rivadavia,San Juan,veterivadavia@hotmail.com
AR,Palito Restó,San Juan,info@hostaldepalito.com.ar
AR,Tupeli Gourmet,San Juan,pedidosmuseo@gmail.com
AR,Profecía - Familia Monserrat,San Juan,pedidosprofecia@gmail.com
AR,Consultorio Odontologico Moreno,San Juan,morenoodont@hotmail.com
AR,Parroquia María Madre de Dios,San Juan,mmadredediosj@gmail.com
AR,Centro Medico Integral,San Juan,zoecelli@hotmail.com
AR,Café America Mayorista,San Juan,sugerencias@americamayorista.com.ar
AR,Clínica Veterinaria Olaen,San Juan,veterinariaolaen@gmail.com
AR,Centro Medico Coll,San Juan,educanada@hotmail.com
AR,Ilumiled,San Juan,Ilumiledlocal@gmail.com
AR,Amasalud,San Juan,delegacion.sanjuan@ossacra.org.ar
AR,Katsuda,San Juan,sanjuan@katsuda.com.ar
AR,Merial San Juan Sepelios,San Juan,atclientes@grupomerial.com
AR,Agroinsumos,San Juan,agroinsumos.sa@hotmail.com
AR,Radio-Com,San Juan,info@radio-com.net
AR,Ficamen Iveco San Juan,San Juan,ventassj@ficamen.com.ar
AR,Diego Palacios,San Juan,neumaticosdiegopalacios@gmail.com
AR,Clínica Centrade,San Juan,centradeclinica@gmail.com
AR,Cabral Mayorista,San Juan,ventas.cabralmayorista@gmail.com
AR,Crazy Puppy,San Juan,petshop.crazypuppy@gmail.com
AR,Consultorio Odontologico Scadding,San Juan,danielscadding@gmail.com
AR,Armada Argentina Delegación Naval San Juan,San Juan,ingresosanjuan@ara.mil.ar
AR,Electricidad del Este,San Juan,electricidaddeleste19@gmail.com
AR,Hospital Doctor Guillermo Rawson,San Juan,hospitalrawson@sanjuan.gov.ar
AR,Castellanas,San Juan,ecommercecastellanas@gmail.com
AR,Alegio,San Juan,as_electronic@hotmail.com
AR,Clínica de Ojos Santa Lucia,San Juan,clinicasantalucia@speedy.com.ar
AR,PC Hardware,San Juan,pchard.gerencia@gmail.com
AR,Imax Imágenes Diagnósticas,San Juan,consultas@imaxresonancia.com.ar
AR,Colegio Central Universitario,San Juan,ccuce@unsj.edu.ar
AR,Clínica Del Bono,San Juan,drfranciscoplana@hotmail.com
AR,TCV Desarrollo de Soluciones S.R.L.,San Juan,info@tcvsoluciones.co
AR,Consultorios Medicos Externos Rosales,San Juan,danielrosales.sj@hotmail.com
AR,Auditorio Juan Victoria,San Juan,auditoriojuanvictoria@sanjuan.gov.ar
AR,Colegio Dante Alighieri,San Juan,administracion@socdantealighieri.edu.ar
AR,Parroquia Santa Lucía,San Juan,santaluciasjuan@gmail.com
AR,Parroquia Santa Teresita del Niño Jesús,San Juan,stateresitasj@gmail.com
AR,Transportes Automotores 20 de Junio,San Juan,informes@la20.com.ar
AR,Consultorio de estética y dermatologia Valdéz,San Juan,drasandravaldez@hotmail.com
AR,Consultorio unipersonal de Fonoaudiologia Manzur,San Juan,danielabeatrizmanzur@yahoo.com.ar
AR,Residencia Modelo Clínica Privada Salud Mental,San Juan,residenciamodelo@hotmail.com
AR,Centro Radiológico Guadalupe,San Juan,traumaexpress@hotmail.com
AR,Clínica Alvear,San Juan,clinicaalvear_75@hotmail.com
AR,Café Martínez,Corrientes,corrientes@cafemartinez.com.ar
AR,Sherwood Grill,Corrientes,info@sherwoodrestobar.com
AR,Banco de Corrientes,Corrientes,atencionalcliente@bcoctes.com.ar
AR,Nautisima,Corrientes,info@nautisima-web.com.ar
AR,KS salonunisex,Corrientes,kokitossnchez@gmail.com
AR,Fiucher & Octanos,Corrientes,octanos.corrientes@gmail.com
AR,Escuela de Buceo,Corrientes,buceocruzdelsur@hotmail.com
AR,Informes Turisticos,Corrientes,info@turismocorrientes.gov.ar
AR,Chacabuco,Corrientes,ferreteria_chacabuco@hotmail.com
AR,Aliare S.R.L.,Corrientes,ventas@aliare.com.ar
AR,Dr. Arnaldo Graciani,Corrientes,consultas@doctorgraciani.com.ar
AR,Servei Informática,Corrientes,info@servei.com.ar
AR,Galería Colón Shopping,Corrientes,seoanerieraycia@hotmail.com
AR,Defensoría del Pueblo de Corrientes,Corrientes,defensordelpueblocorrientes@hotmail.com
AR,Oh My God! Repostería,Corrientes,panzallena.ctes@gmail.com
AR,Centro Integral De Terapia Auditiva Y Cognitiva Sonidos Que Hablan,Corrientes,citac.srl@gmail.com
AR,Servicio Médico Prefectura Naval De La Zona Parana Superior Y Paraguay,Corrientes,fegau@hotmail.com
AR,Técnico Corrientes,Corrientes,danielbritezcuentas@gmail.com
AR,Instituto Privado Nueva Escuela,Corrientes,institutonuevaescuela@hotmail.com
AR,Teatro de la Ciudad,Corrientes,ctesteatrodelaciudad@gmail.com
AR,Honorable Cámara de Diputados de la Provincia de Corrientes,Corrientes,contacto@hcdcorrientes.gov.ar
AR,"Sociedad Cultural Israelita ""Scholem Aleijem",Corrientes,scholemcorrientes@gmail.com
AR,Diario Época,Corrientes,contacto@diarioepoca.com
AR,Diario El Libertador,Corrientes,ellibertadorpublicidad@hotmail.com
AR,Diario República de Corrientes,Corrientes,administracion@republicadecorrientes.com
AR,Biblioteca de la FaCENA-UNNE,Corrientes,bibexa@exa.unne.edu.ar
AR,Biblioteca de la Facultad de Derecho,Corrientes,biblioteca@dch.unne.edu.ar
AR,Biblioteca de la Facultad de Odontología - UNNE,Corrientes,biblioteca@odn.unne.edu.ar
AR,Biblioteca ComTuLab,Corrientes,biblio.lab@unne.edu.ar
AR,Biblioteca de la Facultad de Medicina-UNNE,Corrientes,biblio@med.unne.edu.ar
AR,Biblioteca de la Facultad de Ciencias Veterinarias-UNNE,Corrientes,baunne@bib.unne.edu.ar
AR,Biblioteca de Posgrado de la Facultad de Derecho-UNNE,Corrientes,bibliopode@dch.unne.edu.ar
AR,Biblioteca del IBONE-UNNE,Corrientes,ibonebiblio@agr.unne.edu.ar
AR,Biblioteca del INICNE-UNNE,Corrientes,inicne@vet.unne.edu.ar
AR,"Biblioteca de la Escuela de Policía ""J. F. de San Martín",Corrientes,murcicorrientes@hotmail.com
AR,Biblioteca del ICCyC-UNNE,Corrientes,criminalistica@bib.unne.edu.ar
AR,"Biblioteca ""Prof. Eduardo J. Robles",Corrientes,www.isefcorrientes@hotmail.com
AR,"Biblioteca ""Josefina Contte",Corrientes,bpjcontte1078@yahoo.com.ar
AR,"Biblioteca ""Juan José Folguera",Corrientes,cafeelmariscal@yahoo.com.ar
AR,Consulado del Paraguay en Corrientes,Corrientes,corrientesconsulpar@mre.gov.py
AR,"COOP DE PROVISION DE SERVICIOS PARA LA CONSTRUCCION ""ARANDÚ"" LTDA",Corrientes,cramelinazini@gmail.com
AR,COOP AGROPECUARIA PUERTO VALLE LTDA,Corrientes,administracion@cooperativapuertovalle.com
AR,"COOP DE PROVISION, COMERCIALIZACION, CONSUMO Y VIVIENDA ""ÑANDE GENTE"" LTDA",Corrientes,coopnandegente@gmail.com
AR,"COOP DE PROVISION Y COMERCIALIZACION DE BIENES Y SERVICIOS AUDIOVISUALES ""DOS PINOS"" LTDA",Corrientes,jorgegandolfo@hotmail.com
AR,COOPERATIVA DE TRABAJO Y PROVISIÓN DE SERVICIOS PARA PRODUCTORES  RURALES “FERIAS POPULARES” LIMITADA,Corrientes,EMILIAGRACIELAORTEGA@GMAIL.COM
AR,Coop de Trabajo Navalment 20 de Abril Ltda,Corrientes,moarnaiz@arnet.com.ar
AR,COOP DE TRABAJO ACOMPASAR LTDA,Corrientes,davidn753@gmail.com
AR,COOP DE TRABAJO COEMBOTA LTDA,Corrientes,corrcoembota2018@yahoo.com
AR,"COOP DE TRABAJO ""EL BUEN CAMINO"" LTDA",Corrientes,cbcctes@yahoo.com.ar
AR,COOP DE TRABAJO YUY MARANEY LTDA,Corrientes,cooperativayvymaraney@gmail.com
AR,COOP DE TRABAJO MBARETE LTDA,Corrientes,cooperativambarete@gmail.com
AR,"COOP DE TRABAJO, CONSUMO Y COMERCIALIZACION ""BIENESTAR"" LTDA",Corrientes,cpbtar2005@hotmail.com
AR,"COOP DE TRABAJO ""TELARES ANGIRÚ"" LTDA",Corrientes,santosgerardomontenegro@gmail.com
AR,COOP DE TRABAJO LP PELUQUERIA LTDA,Corrientes,luzmarinagrisson@gmail.com
AR,COOP DE TRABAJO MOMBE´ UHÁ LTDA,Corrientes,hejoaromero@gmail.com
AR,COOP DE TRABAJO COOTEP LTDA,Corrientes,vendedoresambulantescts@gmail.com
AR,COOP DE TRABAJO JAGÜAR AZUL LTDA,Corrientes,esgrafiado1850@yahoo.com.ar
AR,COOP DE TRABAJO ISONDU LTDA,Corrientes,romerosirio@gmail.com
AR,"COOP DE TRABAJO ""EXITOS SERVICIOS INTEGRALES"" LTDA",Corrientes,giselamiriamlugo@gmail.com
AR,"COOP DE TRABAJO ""NUEVO HORIZONTE"" LTDA",Corrientes,coop.nuevo.horizonte.ctes@gmail.com
AR,"COOP DE TRABAJO ""ÑANDE REKO"" LTDA",Corrientes,cooperativanandereko@gmail.com
AR,COOP DE TRABAJO NUEVA MIRADA CORRIENTES LTDA,Corrientes,diegosilva.corrientes@gmail.com
AR,"COOP DE TRABAJO ""FAMILIAS DE CANILLITAS UNIDAS DEL TARAGÜI"" LTDA",Corrientes,luisnobertoortiz121@gmail.com
AR,COOP DE TRABAJO “SAN BENITO” LTDA,Corrientes,cooperativa.sb.limitada@gmail.com
AR,COOP DE TRABAJO SOMOS TAVAPY YVYRUPI LTDA,Corrientes,guillesgaleano@hotmail.com
